,Commune,Nombre_pieces_principales,Surface_reelle_bati,Valeur_fonciere,Nature_culture,Cluster
7854,HAULME,0.0,0.0,9500.0,S,1
7855,HAUSSEZ,0.0,0.0,102000.0,S,1
7856,HAUSSIGNEMONT,5.0,114.0,145000.0,S,2
7857,HAUSSONVILLE,1.5,35.0,21510.0,S,1
7858,HAUSSY,3.0,85.0,55000.0,S,0
7859,HAUT-BOCAGE,1.5,22.5,140000.0,S,1
7860,HAUT-LIEU,2.0,131.0,250000.0,S,0
7861,HAUT-LOQUIN,7.0,190.0,223000.0,S,1
7862,HAUT-MAUCO,5.0,142.0,247000.0,T,2
7863,HAUT-VALROMEY,3.0,48.0,110000.0,S,0
7864,HAUTE AVESNES,6.5,151.0,225500.0,S,1
7865,HAUTE-GOULAINE,3.5,81.5,280450.0,S,0
7866,HAUTE-ISLE,3.0,74.0,127500.0,S,0
7867,HAUTE-RIVOIRE,3.0,90.0,12047.0,S,0
7868,HAUTECLOQUE,5.0,174.0,103000.0,S,2
7869,HAUTECOUR,3.0,146.0,98950.0,S,0
7870,HAUTECOURT-ROMANECHE,3.0,70.0,50000.0,S,0
7871,HAUTEFAGE,3.0,159.0,273500.0,S,0
7872,HAUTEFAGE LA TOUR,3.0,108.0,179900.0,S,0
7873,HAUTEFEUILLE,1.0,18.0,565000.0,S,1
7874,HAUTEFOND,2.0,65.0,88000.0,S,0
7875,HAUTEFONTAINE,2.0,54.0,186400.0,S,0
7876,HAUTEFORT,4.0,74.0,170000.0,S,2
7877,HAUTELUCE,0.0,0.0,179572.5,S,1
7878,HAUTERIVE,4.0,103.0,120000.0,S,2
7879,HAUTERIVES,4.0,120.0,250000.0,S,2
7880,HAUTEROCHE,2.0,120.0,186600.0,S,0
7881,HAUTEVILLE,4.0,112.0,148000.0,S,2
7882,HAUTEVILLE-LA-GUICHARD,5.0,118.0,128000.0,S,2
7883,HAUTEVILLE-LES-DIJON,0.0,44.5,303280.0,S,1
7884,HAUTEVILLE-LOMPNES,3.0,77.0,70000.0,S,0
7885,HAUTEVILLE-SUR-FIER,1.5,46.0,275925.0,S,1
7886,HAUTEVILLE-SUR-MER,4.0,70.0,233000.0,S,2
7887,HAUTMONT,4.0,78.0,67500.0,S,2
7888,HAUTOT-L AUVRAY,3.0,70.0,142000.0,S,0
7889,HAUTOT-SAINT-SULPICE,4.0,89.0,107000.0,S,2
7890,HAUTOT-SUR-MER,4.0,80.0,180000.0,S,2
7891,HAUTS DE BIENNE,0.5,76.0,85000.0,S,1
7892,HAUTVILLERS-OUVILLE,4.5,100.0,115500.0,AG,0
7893,HAUVILLE,7.0,250.0,239000.0,S,1
7894,HAUVINE,7.0,176.0,283000.0,S,1
7895,HAUX,4.0,123.0,308000.0,S,2
7896,HAVELU,6.0,175.0,345300.0,S,1
7897,HAVELUY,5.0,106.5,182200.0,S,2
7898,HAVERNAS,0.0,0.0,61000.0,S,1
7899,HAVERSKERQUE,4.0,90.0,174000.0,S,2
7900,HAVRINCOURT,4.0,109.0,130000.0,S,2
7901,HAYBES,5.0,98.0,126500.0,S,2
7902,HAZEBROUCK,4.0,82.0,170000.0,S,2
7903,HEAUVILLE,0.0,0.0,553969.0,S,1
7904,HEBECOURT,4.5,107.5,159100.0,S,2
7905,HEBUTERNE,5.0,83.0,133000.0,S,2
7906,HECHES,1.0,92.5,65000.0,S,1
7907,HECOURT,5.5,159.5,213250.0,S,1
7908,HECQ,2.5,86.0,106000.0,S,0
7909,HECTOMARE,3.0,100.0,254000.0,J,0
7910,HEDE-BAZOUGES,4.0,116.0,241000.0,S,2
7911,HEDOUVILLE,3.0,75.0,223470.0,S,0
7912,HEILLECOURT,4.0,95.5,219100.0,S,2
7913,HEILLES,4.5,135.5,255500.0,S,2
7914,HEILTZ-L EVEQUE,5.0,87.0,66000.0,S,2
7915,HEILTZ-LE-MAURUPT,0.0,71.0,47000.0,S,1
7916,HELESMES,5.0,126.5,165000.0,S,2
7917,HELETTE,7.0,148.0,728000.0,S,1
7918,HELFAUT,3.0,92.0,85000.0,S,0
7919,HELLEAN,1.0,18.0,32500.0,AB,1
7920,HELOUP,5.5,108.5,109000.0,S,1
7921,HEM,4.0,92.0,218000.0,S,2
7922,HEM-HARDINVAL,4.0,78.0,140000.0,J,0
7923,HEM-LENGLET,4.0,100.5,139850.0,S,2
7924,HEMEVEZ,7.0,238.0,251100.0,AG,1
7925,HEMEVILLERS,3.0,52.0,66000.0,S,0
7926,HEMONSTOIR,3.5,104.5,97000.0,S,0
7927,HENANBIHEN,4.5,105.0,130000.0,S,2
7928,HENANSAL,4.0,120.0,222900.0,S,2
7929,HENDAYE,1.5,30.0,179000.0,S,1
7930,HENDECOURT-LES-CAGNICOURT,2.0,41.0,60000.0,S,0
7931,HENDECOURT-LES-RANSART,4.0,136.0,185500.0,S,2
7932,HENIN-BEAUMONT,4.0,82.0,118000.0,S,2
7933,HENINEL,5.0,99.0,164000.0,S,2
7934,HENNEBONT,2.0,52.0,128000.0,S,0
7935,HENNEZEL,0.0,0.0,50000.0,S,1
7936,HENNEZIS,4.5,107.5,177500.0,S,2
7937,HENON,4.0,81.0,81000.0,S,2
7938,HENONVILLE,4.0,124.0,160000.0,S,2
7939,HENOUVILLE,3.5,111.5,248000.0,P,0
7940,HENRICHEMONT,4.0,95.0,49500.0,S,2
7941,HENVIC,3.0,101.0,167000.0,S,0
7942,HERBAULT,4.0,102.5,129000.0,S,2
7943,HERBERGEMENT (L'),4.0,97.0,211250.0,S,2
7944,HERBEVILLE,3.5,85.0,420700.0,S,0
7945,HERBEVILLER,3.0,112.0,131775.0,S,0
7946,HERBEYS,2.0,147.0,152500.0,S,0
7947,HERBIERS (LES),3.5,84.5,148250.0,S,0
7948,HERBIGNAC,4.0,95.5,181500.0,S,2
7949,HERBINGHEN,4.0,99.0,184000.0,S,2
7950,HERBISSE,4.0,104.0,58000.0,S,2
7951,HERBLAY,3.0,45.0,248550.0,S,0
7952,HERBLAY-SUR-SEINE,3.0,65.0,253500.0,S,0
7953,HERCE,3.0,88.0,110000.0,VE,0
7954,HERCHIES,5.0,115.0,220500.0,S,2
7955,HEREPIAN,4.0,72.0,117000.0,S,2
7956,HERGNIES,4.0,108.0,184000.0,S,2
7957,HERIC,3.5,99.0,198500.0,S,0
7958,HERICOURT,2.0,67.0,90000.0,S,0
7959,HERICOURT-EN-CAUX,5.0,104.0,158550.0,S,2
7960,HERICY,6.5,128.5,391250.0,S,1
7961,HERIMENIL,5.5,133.5,126417.5,S,1
7962,HERIMONCOURT,3.0,61.0,79750.0,S,0
7963,HERIN,4.0,89.0,129462.5,S,2
7964,HERISSON,3.0,50.0,30000.0,S,0
7965,HERLEVILLE,4.0,90.0,105000.0,S,2
7966,HERLIES,4.0,89.5,251000.0,S,2
7967,HERLIN-LE-SEC,4.0,88.0,130000.0,S,2
7968,HERLINCOURT,6.0,120.0,205000.0,J,1
7969,HERLY,2.0,69.0,120200.0,S,0
7970,HERM,4.0,105.0,254000.0,S,2
7971,HERMANVILLE-SUR-MER,3.0,60.5,194550.0,S,0
7972,HERMAVILLE,0.0,0.0,270000.0,S,1
7973,HERME,0.0,180.0,275000.0,S,1
7974,HERMELINGHEN,5.5,115.5,205000.0,S,1
7975,HERMENAULT (L ),3.0,74.5,98250.0,S,0
7976,HERMERAY,5.0,140.0,240000.0,S,2
