,Commune,Nombre_pieces_principales,Surface_reelle_bati,Valeur_fonciere,Nature_culture,Cluster
19352,THEVET-SAINT-JULIEN,4.0,76.0,40000.0,S,2
19353,THEYS,2.0,78.0,564475.0,P,0
19354,THEZA,4.0,98.5,247500.0,S,2
19355,THEZAC,3.0,100.0,118000.0,S,0
19356,THEZAN-DES-CORBIERES,2.5,56.0,38500.0,S,0
19357,THEZAN-LES-BEZIERS,4.0,74.0,82000.0,S,2
19358,THEZE,2.0,84.0,169000.0,S,0
19359,THEZIERS,2.0,50.0,130000.0,S,0
19360,THEZY-GLIMONT,5.0,71.0,242000.0,S,2
19361,THIAIS,2.0,43.0,207000.0,S,0
19362,THIANT,4.0,89.0,105000.0,S,2
19363,THIAUCOURT-REGNIEVILLE,4.0,135.0,80000.0,S,2
19364,THIAVILLE-SUR-MEURTHE,7.0,169.0,142000.0,S,1
19365,THIBERVILLE,3.5,79.0,132500.0,S,0
19366,THIBIE,0.0,50.0,50000.0,S,1
19367,THIBOUVILLE,5.0,105.0,136000.0,S,2
19368,THIEBAUMENIL,3.0,95.0,128500.0,S,0
19369,THIEBLEMONT-FAREMONT,4.0,75.0,116000.0,S,2
19370,THIEFOSSE,6.0,161.5,164500.0,S,1
19371,THIEL-SUR-ACOLIN,0.0,57.0,20000.0,S,1
19372,THIEMBRONNE,2.0,90.0,142000.0,S,0
19373,THIENNES,4.5,102.0,119361.5,S,2
19374,THIERGEVILLE,3.0,74.0,150000.0,AG,0
19375,THIERS,3.0,64.0,42500.0,S,0
19376,THIERS SUR THEVE,0.0,0.0,151119.0,S,1
19377,THIERVILLE SUR MEUSE,3.0,72.5,154000.0,S,0
19378,THIESCOURT,4.5,149.5,187225.0,S,2
19379,THIETREVILLE,2.5,124.5,203500.0,S,0
19380,THIEULLOY-L ABBAYE,2.0,32.0,38000.0,S,0
19381,THIEUX,0.0,62.0,56830.0,S,1
19382,THIEZAC,5.0,109.0,110000.0,S,2
19383,THIGNONVILLE,5.0,112.0,240000.0,J,2
19384,THIL,3.0,64.0,112000.0,S,0
19385,THIL-MANNEVILLE,0.0,0.0,131000.0,AG,1
19386,THIL-SUR-ARROUX,2.0,60.0,89750.0,S,0
19387,THILAY,3.5,98.0,127000.0,S,0
19388,THILLOIS,0.0,1426.0,1.0,S,1
19389,THILLOT,3.0,66.0,65000.0,S,0
19390,THILOUZE,3.5,93.0,110750.0,S,0
19391,THIMERT-GATELLES,4.0,121.0,132500.0,S,2
19392,THIMORY,5.5,86.0,137000.0,S,1
19393,THIN LE MOUTIER,2.0,57.5,48908.5,S,0
19394,THIOLIERES,6.0,180.0,40500.0,S,1
19395,THIOUVILLE,5.0,102.0,212000.0,AB,2
19396,THIRAUCOURT,6.0,176.5,132000.0,S,1
19397,THIRON GARDAIS,4.0,93.0,143500.0,S,2
19398,THIS,3.0,85.0,112750.0,S,0
19399,THISE,4.0,88.0,158000.0,S,2
19400,THIVARS,5.0,111.0,210375.0,S,2
19401,THIVENCELLE,4.0,78.0,144010.0,S,2
19402,THIVERNY,5.0,96.0,225000.0,S,2
19403,THIVERVAL-GRIGNON,3.0,60.0,225000.0,S,0
19404,THIVIERS,3.0,78.0,60000.0,S,0
19405,THIZY LES BOURGS,3.0,76.5,73500.0,S,0
19406,THOARD,3.0,65.0,180030.0,S,0
19407,THODURE,3.0,88.0,62737.0,S,0
19408,THOIGNE,3.0,83.0,63500.0,S,0
19409,THOIRAS,3.0,63.5,101000.0,S,0
19410,THOIRE SUR DINAN,0.0,0.0,7000.0,S,1
19411,THOIRETTE-COISIA,4.5,110.0,184000.0,S,2
19412,THOIRY,3.5,83.0,363800.0,S,0
19413,THOISSEY,2.5,58.5,66000.0,S,0
19414,THOISY-LE-DESERT,4.5,128.5,37490.0,S,2
19415,THOLLON-LES-MEMISES,0.0,0.0,112385.0,S,1
19416,THOMERY,5.0,128.0,289000.0,S,2
19417,THONES,2.0,53.0,243800.0,S,0
19418,THONNANCE-LES-JOINVILLE,4.0,84.0,85000.0,S,2
19419,THONNANCE-LES-MOULINS,5.0,126.0,48000.0,S,2
19420,THONNE LA LONG,4.0,96.0,195000.0,S,2
19421,THONNE LE THIL,3.0,66.0,45000.0,S,0
19422,THONON LES BAINS,1.0,40.5,179000.0,S,1
19423,THORAILLES,6.0,136.0,229000.0,AG,0
19424,THORAISE,1.5,37.0,103250.0,S,1
19425,THORAME-BASSE,0.0,0.0,164500.0,S,1
19426,THORAME-HAUTE,2.0,54.0,28000.0,S,0
19427,THORE LA ROCHETTE,4.0,135.5,155459.25,S,2
19428,THOREE LES PINS,2.0,351.0,95000.0,S,0
19429,THOREY EN PLAINE,3.0,68.0,145200.0,S,0
19430,THOREY-SUR-OUCHE,3.0,60.0,57000.0,S,0
19431,THORIGNE SUR DUE,4.0,78.0,130000.0,S,2
19432,THORIGNE-D ANJOU,2.0,34.5,202287.5,S,0
19433,THORIGNE-EN-CHARNIE,2.0,68.5,155500.0,J,0
19434,THORIGNE-FOUILLARD,5.0,97.5,314500.0,S,2
19435,THORIGNY,2.0,93.5,95750.0,S,0
19436,THORIGNY SUR MARNE,3.0,75.0,257000.0,S,0
19437,THORIGNY-SUR-OREUSE,3.0,58.5,97250.0,S,0
19438,THORRENC,4.0,113.0,171000.0,T,0
19439,THOU,4.0,120.0,96000.0,S,2
19440,THOUARE-SUR-LOIRE,4.0,86.5,246000.0,S,2
19441,THOUARS,3.5,76.5,67250.0,S,0
19442,THOUARSAIS-BOUILDROUX,2.5,260.0,136250.0,S,0
19443,THOURIE,2.0,53.0,77000.0,S,0
19444,THOURON,2.0,30.0,325500.0,S,0
19445,THOUROTTE,4.0,78.0,165000.0,S,2
19446,THOURY,2.0,65.0,109000.0,S,0
19447,THOURY FEROTTES,3.5,77.0,69250.0,S,0
19448,THUBOEUF,4.0,99.0,83000.0,J,0
19449,THUE ET MUE,4.0,106.5,196225.0,S,2
19450,THUEYTS,3.5,84.0,72500.0,S,0
19451,THUILLIERES,5.0,115.0,65000.0,S,2
19452,THUIR,4.0,88.0,208000.0,S,2
19453,THULAY,4.0,109.0,178000.0,S,2
19454,THUMERIES,4.0,92.0,170275.0,S,2
19455,THUN-L EVEQUE,1.5,641.5,132500.0,S,1
19456,THUN-SAINT-AMAND,3.0,81.0,115000.0,S,0
19457,THUN-SAINT-MARTIN,4.5,127.0,182200.0,S,2
19458,THURAGEAU,2.0,85.0,173000.0,S,0
19459,THURE,5.0,124.0,152750.0,S,2
19460,THURET,4.0,99.0,254200.0,S,2
19461,THUREY,4.0,85.0,70000.0,S,2
19462,THURINS,2.0,43.0,135000.0,S,0
19463,THURY,5.0,110.5,77165.0,S,2
19464,THURY EN VALOIS,3.0,51.0,160000.0,S,0
19465,THURY SOUS CLERMONT,3.0,80.0,175500.0,S,0
19466,THUSY,5.0,107.0,254000.0,S,2
19467,THYEZ,0.0,61.0,194750.0,S,1
19468,TIBIRAN-JAUNAC,5.0,168.0,142000.0,T,2
19469,TICHEVILLE,4.5,68.0,65000.0,S,2
19470,TIERCE,4.0,102.0,195765.22,S,2
19471,TIERCELET,0.0,0.0,188650.0,S,1
19472,TIESTE-URAGNOUX,4.0,85.0,46840.0,S,2
19473,TIFFAUGES,5.0,127.5,179750.0,S,2
19474,TIGEAUX,4.0,105.0,275000.0,S,2
19475,TIGERY,3.0,79.0,279000.0,S,0
19476,TIGNECOURT,2.0,76.0,26000.0,S,0
19477,TIGNES,1.0,30.0,186382.05,S,1
19478,TIGNIEU-JAMEYZIEU,5.0,102.5,260025.0,S,2
19479,TIGNY-NOYELLE,2.0,53.0,130000.0,S,0
19480,TIGY,3.0,66.0,146200.0,S,0
19481,TIL-CHATEL,4.0,75.5,152500.0,S,2
19482,TILH,5.0,145.0,165000.0,S,2
19483,TILHOUSE,2.5,105.5,197000.0,S,0
19484,TILLAC,0.0,80.0,35000.0,S,1
19485,TILLAY LE PENEUX,4.0,100.0,115000.0,S,2
19486,TILLE,1.5,210.5,296500.0,S,1
19487,TILLENAY,4.0,110.0,214200.0,S,2
19488,TILLEUL (LE),5.5,104.0,191300.0,S,1
19489,TILLIERES SUR AVRE,3.5,85.0,96000.0,S,0
19490,TILLOY-FLORIVILLE,4.0,105.0,187000.0,J,0
19491,TILLOY-LEZ-MARCHIENNES,2.0,27.0,307000.0,S,0
19492,TILLY,3.5,62.5,207500.0,S,0
19493,TILLY SUR MEUSE,3.0,85.0,44375.0,S,0
19494,TILLY-CAPELLE,5.0,97.0,120000.0,S,2
19495,TILLY-LA-CAMPAGNE,5.0,130.0,273900.0,S,2
19496,TILLY-SUR-SEULLES,4.0,98.5,110750.0,S,2
19497,TILQUES,3.0,100.5,204400.0,J,0
19498,TINCHEBRAY-BOCAGE,4.0,91.5,88000.0,S,2
19499,TINCOURT-BOUCLY,5.0,125.0,130156.5,S,2
19500,TINCQUES,0.0,0.0,333860.8,S,1
19501,TINGRY,0.0,0.0,650000.0,S,1
19502,TINQUEUX,4.0,78.0,186250.0,S,2
19503,TINTENIAC,3.0,62.0,133788.0,S,0
19504,TINTURY,4.0,78.0,60000.0,S,2
19505,TIRANGES,5.0,80.0,95000.0,S,2
19506,TIREPIED-SUR-SEE,6.5,132.5,225250.0,S,1
19507,TIVIERS,5.0,83.0,187500.0,S,2
19508,TIZAC-DE-CURTON,4.0,98.5,178500.0,P,0
19509,TIZAC-DE-LAPOUYADE,4.0,104.0,214000.0,S,2
19510,TOCANE-SAINT-APRE,3.0,93.0,90728.0,S,0
19511,TOCQUEVILLE-LES-MURS,3.0,45.0,103000.0,S,0
19512,TOGES,4.0,132.0,165000.0,S,2
19513,TOGNY-AUX-BOEUFS,5.0,137.0,169345.0,S,2
19514,TOLLA,3.0,60.0,16500.0,S,0
19515,TOLLENT,3.0,97.0,192000.0,S,0
19516,TOLLEVAST,4.0,110.0,207250.0,S,2
19517,TOMBEBOEUF,1.5,81.5,112000.0,S,1
19518,TOMBLAINE,4.0,64.0,151900.0,S,2
19519,TONNAY BOUTONNE,4.0,84.0,148000.0,S,2
19520,TONNAY CHARENTE,4.0,87.0,150000.0,S,2
19521,TONNEINS,3.0,92.0,85000.0,S,0
19522,TONNERRE,3.0,88.0,90100.0,S,0
19523,TONNOY,2.5,45.0,95100.0,S,0
19524,TONQUEDEC,4.5,128.5,110000.0,S,2
19525,TORCE,4.5,95.5,148291.115,S,2
19526,TORCE EN VALLEE,3.0,86.0,170000.0,S,0
19527,TORCE-VIVIERS-EN-CHARNIE,3.0,88.0,84000.0,S,0
19528,TORCENAY,4.0,87.0,116000.0,S,2
19529,TORCHEFELON,5.0,96.0,218000.0,AG,0
19530,TORCIEU,3.5,99.5,169600.0,S,0
19531,TORCY,2.0,58.5,215000.0,S,0
19532,TORCY EN VALOIS,3.0,79.0,170000.0,J,0
19533,TORCY LE GRAND,2.0,40.5,113500.0,VE,0
19534,TORCY LE PETIT,4.0,86.0,115000.0,S,2
19535,TORCY-ET-POULIGNY,5.0,181.0,64000.0,S,2
19536,TORCY-LE-GRAND,4.0,85.0,127200.0,S,2
19537,TORCY-LE-PETIT,4.5,87.5,115500.0,S,2
19538,TORFOU,4.0,90.0,260000.0,S,2
19539,TORIGNY-LES-VILLES,1.5,91.5,93000.0,S,1
19540,TORNAC,3.0,94.0,143000.0,S,0
19541,TORPES,4.0,108.0,95000.0,S,2
19542,TORQUESNE (LE),4.0,78.0,180000.0,S,2
19543,TORREILLES,2.0,39.0,125000.0,S,0
19544,TORSAC,3.0,78.0,221950.0,S,0
19545,TORTEQUESNE,5.0,83.0,140000.0,S,2
19546,TORVILLIERS,4.0,116.0,250000.0,S,2
19547,TORXE,4.0,90.0,129000.0,S,2
19548,TOSSE,4.0,92.0,394690.0,S,2
19549,TOSSIAT,3.0,135.0,183000.0,S,0
19550,TOSTAT,5.0,189.5,234725.0,T,2
19551,TOTES,3.0,100.0,113000.0,S,0
19552,TOUCHAY,5.0,136.0,65000.0,S,2
19553,TOUCY,3.5,72.5,102325.0,S,0
19554,TOUDON,1.0,33.0,155000.0,S,1
19555,TOUET-DE-L ESCARENE,2.5,54.5,213079.0,VE,0
19556,TOUFFLERS,4.0,96.5,242000.0,S,2
19557,TOUFFREVILLE,0.0,63.0,175000.0,S,1
19558,TOUFFREVILLE-LA-CORBELINE,4.0,118.5,136500.0,P,0
19559,TOUGET,4.0,91.5,162250.0,S,2
19560,TOUILLE,3.0,112.0,56000.0,S,0
19561,TOUILLON ET LOUTELET,4.5,108.5,228500.0,S,2
19562,TOUL,3.0,69.0,122263.0,S,0
19563,TOULAUD,4.0,116.0,310900.0,S,2
19564,TOULENNE,4.0,86.5,165225.0,S,2
19565,TOULON,2.0,50.0,140000.0,S,0
19566,TOULON SUR ALLIER,2.0,97.0,131950.0,S,0
19567,TOULON-SUR-ARROUX,4.0,93.5,78250.0,S,2
19568,TOULONJAC,1.5,114.0,88700.0,S,1
19569,TOULOUGES,3.0,88.0,145000.0,S,0
19570,TOULOUSE,1.0,33.0,165000.0,S,1
19571,TOULX-STE-CROIX,0.0,0.0,110000.0,S,1
19572,TOUQUES,3.0,56.0,153200.0,S,0
19573,TOUQUIN,2.0,42.0,158000.0,S,0
19574,TOUR EN SOLOGNE,3.0,103.0,250000.0,S,0
19575,TOUR-DE-FAURE,4.0,105.0,86500.0,S,2
19576,TOUR-EN-BESSIN,0.0,35.0,213375.0,S,1
19577,TOURBES,4.5,128.5,275000.0,S,2
19578,TOURCH,0.0,0.0,28000.0,S,1
19579,TOURCOING,3.0,73.0,132750.0,S,0
19580,TOURGEVILLE,2.5,49.0,240000.0,S,0
19581,TOURMIGNIES,4.0,114.0,316100.0,S,2
19582,TOURMONT,4.0,128.0,90000.0,S,2
19583,TOURNAN-EN-BRIE,3.0,75.0,265000.0,S,0
19584,TOURNAVAUX,3.5,117.0,219500.0,S,0
19585,TOURNAY,0.0,0.0,177940.0,S,1
19586,TOURNECOUPE,3.0,96.0,93000.0,S,0
19587,TOURNEFEUILLE,3.0,60.0,228000.0,S,0
19588,TOURNEFORT,1.0,10.0,160000.0,L,1
19589,TOURNEHEM-SUR-LA-HEM,5.0,101.0,127000.0,S,2
19590,TOURNES,5.0,125.0,211600.0,P,2
19591,TOURNEVILLE,4.0,123.0,185500.0,S,2
19592,TOURNOISIS,5.0,160.0,125800.0,S,2
19593,TOURNON,0.0,762.0,700000.0,S,1
19594,TOURNON D'AGENAIS,0.0,313.0,150000.0,S,1
19595,TOURNON-SAINT-MARTIN,4.5,78.5,41000.0,S,2
19596,TOURNON-SUR-RHONE,2.0,66.0,147000.0,S,0
19597,TOURNUS,2.0,55.5,109000.0,S,0
19598,TOUROUVRE AU PERCHE,4.5,108.0,133180.0,S,2
19599,TOUROUZELLE,3.0,75.0,58700.0,S,0
19600,TOURREILLES,5.0,90.0,135000.0,S,2
19601,TOURRETTE-LEVENS,1.5,23.0,286500.0,S,1
19602,TOURRETTES,3.0,45.0,166500.0,S,0
19603,TOURRETTES-SUR-LOUP,2.0,57.0,692145.5,S,0
19604,TOURRIERS,4.5,165.0,121200.0,S,2
19605,TOURS,2.0,43.0,139000.0,S,0
19606,TOURS EN SAVOIE,1.5,30.0,184000.0,S,1
19607,TOURS-SUR-MARNE,4.0,76.0,140000.0,S,2
19608,TOURS-SUR-MEYMONT,5.0,100.0,85000.0,S,2
19609,TOURTENAY,4.5,133.0,89000.0,S,2
19610,TOURTOIRAC,4.0,80.0,216000.0,S,2
19611,TOURTOUR,4.0,95.0,440000.0,S,2
19612,TOURTOUSE,3.5,96.5,111750.0,S,0
19613,TOURTRES,1.5,91.5,43500.5,AG,1
19614,TOURVES,3.0,86.0,177500.0,S,0
19615,TOURVILLE-EN-AUGE,2.0,378.5,106250.0,S,0
19616,TOURVILLE-LA-CAMPAGNE,3.0,59.5,143450.0,S,0
19617,TOURVILLE-LA-RIVIERE,4.0,133.0,187750.0,S,2
19618,TOURVILLE-LES-IFS,6.0,128.0,215000.0,S,1
19619,TOURVILLE-SUR-ARQUES,3.5,143.5,164000.0,AG,0
19620,TOURVILLE-SUR-ODON,5.0,107.0,282000.0,S,2
19621,TOURVILLE-SUR-SIENNE,4.0,95.5,147700.0,S,2
19622,TOURY,3.0,60.0,80000.0,S,0
19623,TOURY LURCY,3.0,94.0,45000.0,J,0
19624,TOURY SUR JOUR,3.0,88.0,135000.0,S,0
19625,TOUSSAINT,4.0,88.0,165000.0,T,0
19626,TOUSSIEU,4.5,99.0,395000.0,S,2
19627,TOUSSIEUX,4.0,86.5,212100.0,S,2
19628,TOUSSON,3.0,122.0,218550.0,S,0
19629,TOUSSUS-LE-NOBLE,3.0,849.5,1511250.0,S,0
19630,TOUTAINVILLE,4.0,85.5,142750.0,S,2
19631,TOUTENANT,4.0,100.0,138000.0,S,2
19632,TOUTENS,5.0,144.0,338265.0,S,2
19633,TOUTLEMONDE,5.0,118.0,290000.0,S,2
19634,TOUTRY,3.0,78.0,40000.0,S,0
19635,TOUVERAC,5.0,116.0,138500.0,S,2
19636,TOUVOIS,4.0,74.5,156250.0,S,2
19637,TOUZAC,4.0,107.0,99000.0,S,2
19638,TRACY LE MONT,4.0,77.0,171000.0,S,2
19639,TRACY LE VAL,5.0,146.0,153000.0,S,2
19640,TRACY SUR LOIRE,3.0,80.0,119000.0,S,0
19641,TRACY-BOCAGE,3.0,85.0,315000.0,S,0
19642,TRACY-SUR-MER,6.0,96.0,93750.0,S,1
19643,TRAINEL,4.0,97.5,151250.0,S,2
19644,TRAINOU,4.0,91.0,170000.0,S,2
19645,TRAMAIN,2.0,48.0,87000.0,S,0
19646,TRAMAYES,4.0,110.0,73000.0,S,2
19647,TRAMBLY,0.0,0.0,120000.0,S,1
19648,TRAMEZAIGUES,2.0,15.0,70000.0,S,0
19649,TRAMOLE,0.0,0.0,120000.0,S,1
19650,TRAMOYES,5.0,113.5,382395.0,S,2
19651,TRAMPOT,9.0,352.0,82000.0,S,1
19652,TRANCAULT,3.0,100.0,90000.0,J,0
19653,TRANCHE-SUR-MER (LA),3.0,57.0,145000.0,S,0
19654,TRANCRAINVILLE,4.5,116.5,167500.0,S,2
19655,TRANGE,3.0,74.0,117000.0,S,0
19656,TRANS-EN-PROVENCE,3.0,64.0,182000.0,S,0
19657,TRANS-LA-FORET,3.0,106.0,200000.0,S,0
19658,TRANS-SUR-ERDRE,4.0,89.0,155000.0,S,2
19659,TRANZAULT,7.0,172.0,120000.0,S,1
19660,TRAPPES,0.0,30.0,165000.0,S,1
19661,TRAUSSE,3.0,88.0,155000.0,S,0
19662,TRAVECY,3.0,61.0,84000.0,S,0
19663,TRAVES,3.5,80.5,62250.0,S,0
19664,TRAYES,3.0,91.0,22000.0,S,0
19665,TREAL,4.0,66.0,74000.0,S,2
19666,TREAUVILLE,2.0,43.0,207000.0,S,0
19667,TREBABU,0.0,175.0,417500.0,T,1
19668,TREBAN,2.0,79.0,85000.0,S,0
19669,TREBAS,4.0,98.0,110000.0,S,2
19670,TREBEDAN,3.0,115.0,180000.0,S,0
19671,TREBES,4.0,84.0,107000.0,S,2
19672,TREBEURDEN,3.0,78.0,166644.69,S,0
19673,TREBONS,3.0,82.5,63250.0,S,0
19674,TREBONS SUR LA GRASSE,4.0,140.0,115000.0,AB,0
19675,TREBRIVAN,5.5,145.0,110500.0,S,1
19676,TREBRY,0.0,90.0,40000.0,S,1
19677,TRECLUN,2.5,62.0,100000.0,S,0
19678,TREDANIEL,4.5,114.0,109000.0,S,2
19679,TREDARZEC,3.0,71.0,90000.0,S,0
19680,TREDIAS,3.0,64.0,7000.0,S,0
19681,TREDION,1.5,59.5,182500.0,S,1
19682,TREDREZ-LOCQUEMEAU,2.0,48.0,146500.0,S,0
19683,TREDUDER,1.0,29.0,120000.0,S,1
19684,TREFFENDEL,6.0,108.0,164000.0,S,1
19685,TREFFIAGAT,4.0,97.5,207500.0,S,2
19686,TREFFIEUX,3.0,55.0,55662.0,S,0
19687,TREFFLEAN,5.0,95.0,250000.0,S,2
19688,TREFFORT,4.0,107.5,283120.0,S,2
19689,TREFLAOUENAN,4.0,118.0,137000.0,S,2
19690,TREFLEVENEZ,4.0,93.0,75000.0,S,2
19691,TREFLEZ,7.0,162.5,217500.0,S,1
19692,TREGARVAN,0.0,0.0,45000.0,S,1
19693,TREGASTEL,4.0,88.0,230000.0,S,2
19694,TREGLAMUS,4.0,140.0,67500.0,S,2
19695,TREGLONOU,4.0,86.0,99750.0,S,2
19696,TREGONNEAU,5.0,117.0,137500.0,S,2
19697,TREGOUREZ,2.5,60.0,59000.0,S,0
19698,TREGROM,4.0,77.0,86000.0,S,2
19699,TREGUENNEC,0.0,0.0,243000.0,S,1
19700,TREGUEUX,4.0,90.5,145500.0,S,2
19701,TREGUIDEL,4.0,93.0,81000.0,S,2
19702,TREGUIER,2.0,53.0,62500.0,S,0
19703,TREGUNC,3.5,100.5,238500.0,S,0
19704,TREIGNAC,3.0,87.0,55500.0,S,0
19705,TREIGNAT,10.0,226.0,115000.0,P,1
19706,TREIGNY-PERREUSE-SAINTE-COLOMB,3.0,91.0,78750.0,S,0
19707,TREILLES,1.0,30.0,73200.0,S,1
19708,TREILLIERES,4.0,99.0,270000.0,S,2
19709,TREIS-SANTS-EN-OUCHE,4.0,95.5,131500.0,S,2
19710,TREIX,5.0,186.0,230000.0,S,2
19711,TREIZE-SEPTIERS,4.0,82.0,130095.0,S,2
19712,TREIZE-VENTS,2.5,75.0,181500.0,S,0
19713,TREJOULS,5.0,150.0,236000.0,S,2
19714,TRELAZE,4.0,93.0,180000.0,S,2
19715,TRELEVERN,4.0,108.0,200000.0,S,2
19716,TRELISSAC,4.0,80.0,148000.0,S,2
19717,TRELIVAN,4.5,115.5,210500.0,S,2
19718,TRELON,3.0,91.0,75000.0,S,0
19719,TRELOU-SUR-MARNE,3.5,115.0,134000.0,S,0
19720,TREMAOUEZAN,3.0,56.0,125000.0,S,0
19721,TREMARGAT,2.0,64.0,26500.0,S,0
19722,TREMBLAY-EN-FRANCE,4.0,77.0,252000.0,S,2
19723,TREMBLAY-LES-VILLAGES,4.5,104.5,178750.0,S,2
19724,TREMBLAY-SUR-MAULDRE (LE),2.5,47.5,257500.0,S,0
19725,TREMBLOIS LES ROCROI,4.0,118.0,90000.0,S,2
19726,TREMBLOIS-LES-CARIGNAN,6.0,156.0,50000.0,S,1
19727,TREMEL,3.0,60.0,110000.0,S,0
19728,TREMENTINES,4.0,90.0,139000.0,S,2
19729,TREMEREUC,5.0,97.0,214250.0,S,2
19730,TREMEUR,3.5,125.0,160000.0,S,0
19731,TREMEVEN,5.0,95.0,160000.0,S,2
19732,TREMINIS,3.0,45.0,53000.0,S,0
19733,TREMOLAT,1.5,37.5,150000.0,S,1
19734,TREMONS,5.0,100.0,105000.0,S,2
19735,TREMONT,5.0,111.0,163000.0,AG,0
19736,TREMONZEY,3.0,81.0,55500.0,S,0
19737,TREMOREL,5.0,116.0,98500.0,T,2
19738,TREMOUILLE,1.0,40.0,55650.0,S,1
19739,TREMUSON,5.0,104.5,165800.0,S,2
19740,TRENTELS,0.0,0.0,250000.0,VE,1
19741,TREOGAT,4.0,90.0,200000.0,S,2
19742,TREON,7.0,107.0,194400.0,S,1
19743,TREPOT,0.0,0.0,136000.0,S,1
19744,TREPT,3.0,69.0,200000.0,S,0
19745,TRESAUVAUX,2.5,64.5,67551.5,S,0
19746,TRESBOEUF,3.0,49.0,52000.0,S,0
19747,TRESCAULT,9.0,280.0,286700.0,S,1
19748,TRESCLEOUX,4.0,106.0,246000.0,S,2
19749,TRESLON,0.0,0.0,255000.0,AG,1
19750,TRESNAY,0.0,24.0,20000.0,S,1
19751,TRESPOUX-RASSIELS,4.0,117.0,190000.0,S,2
19752,TRESQUES,5.0,120.0,156000.0,S,2
19753,TRESSAN,4.0,84.5,188500.0,S,2
19754,TRESSE,0.0,0.0,40000.0,S,1
19755,TRESSERRE,4.0,89.0,187700.0,S,2
19756,TRESSERVE,1.0,30.0,270800.0,S,1
19757,TRESSES,4.0,100.5,350300.0,S,2
19758,TRESSIGNAUX,4.0,95.5,144250.0,S,2
19759,TRESSIN,4.0,86.0,260000.0,S,2
19760,TRESSON,2.0,62.0,118000.0,S,0
19761,TRETEAU,4.0,123.0,95000.0,S,2
19762,TRETOIRE (LA),3.0,75.0,162000.0,S,0
19763,TRETS,3.0,67.0,300000.0,S,0
19764,TREVE,5.0,130.0,140000.0,S,2
19765,TREVENANS,4.0,90.0,159900.0,S,2
19766,TREVENEUC,4.5,112.5,132750.0,S,2
19767,TREVERAY,1.5,40.0,26750.0,S,1
19768,TREVERIEN,4.0,91.0,175000.0,S,2
19769,TREVIERES,4.0,84.0,95000.0,S,2
19770,TREVIGNIN,4.0,120.0,476600.0,S,2
19771,TREVILLE,0.0,0.0,157000.0,S,1
19772,TREVILLERS,5.0,122.0,300000.0,T,2
19773,TREVOL,4.0,93.0,162800.0,S,2
19774,TREVOU-TREGUIGNEC,2.0,59.0,165000.0,S,0
19775,TREVOUX,3.0,86.0,217500.0,S,0
19776,TREVRON,3.0,66.5,57500.0,S,0
19777,TREZELLES,4.0,90.0,93000.0,S,2
19778,TREZENY,3.0,85.0,80000.0,S,0
19779,TREZILIDE,7.0,183.0,100000.0,S,1
19780,TRIAC-LAUTRAIT,0.0,76.0,302150.0,S,1
19781,TRIAIZE,3.0,83.0,82000.0,S,0
19782,TRIBEHOU,5.0,150.0,110000.0,S,2
19783,TRICOT,1.5,53.0,99000.0,S,1
19784,TRIE CHATEAU,4.5,88.0,192000.0,S,2
19785,TRIE LA VILLE,5.0,107.5,206500.0,S,2
19786,TRIE-SUR-BAISE,2.0,70.0,35000.0,S,0
19787,TRIEL SUR SEINE,4.0,79.0,313343.5,S,2
19788,TRIEUX,3.0,89.0,147500.0,S,0
19789,TRIGNAC,3.0,81.0,161500.0,S,0
19790,TRIGUERES,4.0,138.5,108500.0,S,2
19791,TRILBARDOU,2.0,39.5,94650.0,BT,0
19792,TRILLA,4.0,91.0,102500.0,S,2
19793,TRILPORT,3.0,56.0,204700.0,S,0
19794,TRINITE,3.0,75.0,106150.0,S,0
19795,TRINITE-DU-MONT (LA),4.0,73.0,145000.0,S,2
19796,TRIORS,4.0,120.0,264100.0,S,2
19797,TRIQUEVILLE,1.5,42.5,273830.0,S,1
19798,TRITH-ST-LEGER,4.0,82.0,107890.0,S,2
19799,TRIZAY,2.0,50.0,180200.0,S,0
19800,TRIZAY LES BONNEVAL,7.0,225.0,229000.0,S,1
19801,TROARN,5.0,99.0,219000.0,S,2
19802,TROCHE,2.0,80.0,148800.0,S,0
19803,TROESNES,4.0,72.0,120000.0,S,2
19804,TROIS FONTAINES L ABBAYE,5.0,93.0,195000.0,P,2
19805,TROIS ILETS,3.0,52.5,207800.0,S,0
19806,TROIS PIERRES (LES),3.5,107.0,240000.0,S,0
19807,TROIS RIVIERES,3.0,72.0,168053.5,S,0
19808,TROIS VEVRES,0.0,0.0,6000.0,S,1
19809,TROIS-PALIS,5.0,108.0,170000.0,S,2
19810,TROIS-RIVIERES,4.0,116.0,79500.0,S,2
19811,TROISSEREUX,5.0,111.0,185000.0,S,2
19812,TROISSY,5.0,95.0,141000.0,S,2
19813,TRONDES,3.0,90.0,58000.0,S,0
19814,TRONGET,3.0,82.0,60000.0,S,0
19815,TRONSANGES,0.0,0.0,2500.0,T,1
19816,TRONVILLE,2.0,69.0,152000.0,S,0
19817,TRONVILLE EN BARROIS,4.0,93.0,113000.0,S,2
19818,TROSLY BREUIL,3.0,84.0,152000.0,S,0
19819,TROSLY LOIRE,2.0,44.0,64000.0,S,0
19820,TROUANS,3.0,115.0,50000.0,S,0
19821,TROUHANS,3.5,72.0,78000.0,S,0
19822,TROUILLAS,4.0,77.0,100050.0,S,2
